ID,Code,Name,attack_type,Rangedamage,Delayed_Rangedamage,skill_cannon,special_wprange,Slv,Calculation,element,hits,Critical_hit,combo,combo_element,combo_hits,monster_race,skill_buff,Special_Calculation,combo_Special_Calculation,Special_Critical_hit,skill_SpecialATK,half_bypass_def,half_bypass_res,decay_hits,bonus_add,bonus_step
2223,WL_SUMMONBL,召喚雷電球,,,,,,,,0,0,,,,,,,,,,,,,,,
2224,WL_SUMMONWB,召喚水球,,,,,,,,0,0,,,,,,,,,,,,,,,
2229,WL_SUMMONSTONE,召喚石塊,,,,,,,,0,0,,,,,,,,,,,,,,,
2230,WL_RELEASE,釋放,,,,,,,,0,0,,,,,,,,,,,,,,,
2231,WL_READING_SB,閱讀魔法書,,,,,,,,0,0,,,,,,,,,,,,,,,
2232,WL_FREEZE_SP,魔法保存,,,,,,,,0,0,,,,,,,,,,,,,,,
2233,RA_ARROWSTORM,箭雨風暴,physical,1,,,,10,(1000+Sklv*100)*BaseLv/100,0,-3,,,,,,2234,(1000+Sklv*170)*BaseLv/100,,,,,,,,
2234,RA_FEARBREEZE,微風恐懼,,,,,,,,0,0,,,,,,,,,,,,,,,
2235,RA_RANGERMAIN,遊俠主意,,,,,,,,0,0,,,,,,,,,,,,,,,
2236,RA_AIMEDBOLT,瞄準標靶,physical,1,,,,10,(500+Sklv*20)*BaseLv/100,0,5,,,,,,2234,(550+Sklv*60)*BaseLv/100,,,,,,,,
2237,RA_DETONATOR,雷管,,,,,,,,0,0,,,,,,,,,,,,,,,
2238,RA_ELECTRICSHOCKER,電擊陷阱,,,,,,,,0,0,,,,,,,,,,,,,,,
2239,RA_CLUSTERBOMB,榴霰彈,,,,,,,,0,0,,,,,,,,,,,,,,,
2240,RA_WUGMASTERY,召狼術,,,,,,,,0,0,,,,,,,,,,,,,,,
2241,RA_WUGRIDER,騎狼術,,,,,,,,0,0,,,,,,,,,,,,,,,
2242,RA_WUGDASH,疾狼術,physical,0,,,,,,0,0,-1,,,,,,,,,,,,,,
2243,RA_WUGSTRIKE,狼突擊,physical,0,,,,,,0,0,-1,,,,,,,,,,,,,,
2244,RA_WUGBITE,狼咬,physical,0,,,,,,0,0,-1,,,,,,,,,,,,,,
2245,RA_TOOTHOFWUG,狼牙,,,,,,,,0,0,,,,,,,,,,,,,,,
2246,RA_SENSITIVEKEEN,敏銳嗅覺,,,,,,,,0,0,,,,,,,,,,,,,,,
2247,RA_CAMOUFLAGE,偽裝戰術,,,,,,,,0,0,,,,,,,,,,,,,,,
2248,RA_RESEARCHTRAP,陷阱研究,,,,,,,,0,0,,,,,,,,,,,,,,,
2249,RA_MAGENTATRAP,紫紅陷阱,,,,,,,,0,0,,,,,,,,,,,,,,,
2250,RA_COBALTTRAP,深藍陷阱,,,,,,,,0,0,,,,,,,,,,,,,,,
2251,RA_MAIZETRAP,淺黃陷阱,,,,,,,,0,0,,,,,,,,,,,,,,,
2252,RA_VERDURETRAP,青翠陷阱,,,,,,,,0,0,,,,,,,,,,,,,,,
2253,RA_FIRINGTRAP,燃燒陷阱,,,,,,,,0,0,,,,,,,,,,,,,,,
2254,RA_ICEBOUNDTRAP,冰封陷阱,,,,,,,,0,0,,,,,,,,,,,,,,,
2255,NC_MADOLICENCE,魔導機甲執照,,,,,,,,0,0,,,,,,,,,,,,,,,
2256,NC_BOOSTKNUCKLE,噴射飛拳,physical,1,,,,5,(300+Sklv*200+total_DEX)*BaseLv/100,0,1,,,,,,,,,,,,,,,
2257,NC_PILEBUNKER,衝擊椎,,,,,,,,0,0,,,,,,,,,,,,,,,
2258,NC_VULCANARM,火神砲,physical,1,,,,3,(230*Sklv+total_DEX)*BaseLv/100,0,1,,,,,,,,,,,,,,,
2259,NC_FLAMELAUNCHER,火焰噴射器,,,,,,,,0,0,,,,,,,,,,,,,,,
2260,NC_COLDSLOWER,液體冷卻彈,,,,,,,,0,0,,,,,,,,,,,,,,,
2261,NC_ARMSCANNON,加農砲,physical,1,,1,,5,(400+350*Sklv)*BaseLv/100,0,1,,,,,,,,,,,1,1,,,
2262,NC_ACCELERATION,魔導機甲加速,,,,,,,,0,0,,,,,,,,,,,,,,,
2263,NC_HOVERING,懸停,,,,,,,,0,0,,,,,,,,,,,,,,,
2264,NC_F_SIDESLIDE,大步前進,,,,,,,,0,0,,,,,,,,,,,,,,,
2265,NC_B_SIDESLIDE,大步後退,,,,,,,,0,0,,,,,,,,,,,,,,,
2266,NC_MAINFRAME,主體改造,,,,,,,,0,0,,,,,,,,,,,,,,,
2267,NC_SELFDESTRUCTION,自我摧毀,,,,,,,,0,0,,,,,,,,,,,,,,,
2268,NC_SHAPESHIFT,形態轉換,,,,,,,,0,0,,,,,,,,,,,,,,,
2269,NC_EMERGENCYCOOL,緊急冷卻,,,,,,,,0,0,,,,,,,,,,,,,,,
2270,NC_INFRAREDSCAN,紅外線掃瞄,,,,,,,,0,0,,,,,,,,,,,,,,,
2271,NC_ANALYZE,解析,,,,,,,,0,0,,,,,,,,,,,,,,,
2272,NC_MAGNETICFIELD,磁場,,,,,,,,0,0,,,,,,,,,,,,,,,
2273,NC_NEUTRALBARRIER,中性防護罩,,,,,,,,0,0,,,,,,,,,,,,,,,
2274,NC_STEALTHFIELD,隱形力場,,,,,,,,0,0,,,,,,,,,,,,,,,
2275,NC_REPAIR,修復,,,,,,,,0,0,,,,,,,,,,,,,,,
2276,NC_TRAININGAXE,斧頭使用熟練度,,,,,,,,0,0,,,,,,,,,,,,,,,
2277,NC_RESEARCHFE,火焰與大地的研究,,,,,,,,0,0,,,,,,,,,,,,,,,
2278,NC_AXEBOOMERANG,迴旋斧,physical,,,,,,(250+50*SLV+武器重量)*BLV/100,0,1,,,,,,,,,,,,,,,
2279,NC_POWERSWING,揮斧重擊,,,,,,,,0,0,,,,,,,,,,,,,,,
2280,NC_AXETORNADO,戰斧颶風,physical,,,,,5,(200+180*Sklv+total_VIT)*BaseLv/100,0,-6,,,,,,5295,(230+250*Sklv+total_VIT*2)*BaseLv/100,,,,,,,,
2281,NC_SILVERSNIPER,FAW銀光狙擊手,,,,,,,,0,0,,,,,,,,,,,,,,,
2282,NC_MAGICDECOY,FAW魔法傀儡,,,,,,,,0,0,,,,,,,,,,,,,,,
2283,NC_DISJOINT,FAW解體,,,,,,,,0,0,,,,,,,,,,,,,,,
2284,SC_FATALMENACE,致命威脅,physical,,,,,10,(total_AGI*2+Sklv*120)*BaseLv/100,0,WPon(1)2:1,,,,,,5314,(total_AGI*3+Sklv*150)*BaseLv/100,,,,,,,,
2285,SC_REPRODUCE,繁殖,,,,,,,,0,0,,,,,,,,,,,,,,,
2286,SC_AUTOSHADOWSPELL,自動魅影念咒,,,,,,,,0,0,,,,,,,,,,,,,,,
2287,SC_SHADOWFORM,魅影形態,,,,,,,,0,0,,,,,,,,,,,,,,,
2288,SC_TRIANGLESHOT,三角射擊,physical,1,,,,10,(230*Sklv+total_AGI*3)*BaseLv/100,0,-3,,,,,,,,,,,,,,,
2289,SC_BODYPAINT,人體彩繪,,,,,,,,0,0,,,,,,,,,,,,,,,
2290,SC_INVISIBILITY,透明術,,,,,,,,0,0,,,,,,,,,,,,,,,
2291,SC_DEADLYINFECT,致命感染,,,,,,,,0,0,,,,,,,,,,,,,,,
2292,SC_ENERVATION,面具:無力,,,,,,,,0,0,,,,,,,,,,,,,,,
2293,SC_GROOMY,面具-憂鬱,,,,,,,,0,0,,,,,,,,,,,,,,,
2294,SC_IGNORANCE,面具-無知,,,,,,,,0,0,,,,,,,,,,,,,,,
2295,SC_LAZINESS,面具:懶散,,,,,,,,0,0,,,,,,,,,,,,,,,
2296,SC_UNLUCKY,面具-不幸,,,,,,,,0,0,,,,,,,,,,,,,,,
2297,SC_WEAKNESS,面具-衰弱,,,,,,,,0,0,,,,,,,,,,,,,,,
2298,SC_STRIPACCESSARY,卸除配件,,,,,,,,0,0,,,,,,,,,,,,,,,
2299,SC_MANHOLE,人孔,,,,,,,,0,0,,,,,,,,,,,,,,,
2300,SC_DIMENSIONDOOR,異次元之門,,,,,,,,0,0,,,,,,,,,,,,,,,
2301,SC_CHAOSPANIC,混沌恐慌,,,,,,,,0,0,,,,,,,,,,,,,,,
2302,SC_MAELSTROM,漩渦,,,,,,,,0,0,,,,,,,,,,,,,,,
2303,SC_BLOODYLUST,血腥欲望,,,,,,,,0,0,,,,,,,,,,,,,,,
2304,SC_FEINTBOMB,虛擊炸彈,,,,,,,,0,0,,,,,,,,,,,,,,,
2307,LG_CANNONSPEAR,加農砲攻擊,physical,1,,,,5,(120+total_STR)*Sklv*BaseLv/100 ,0,1,0.5,,,,,5263,(200+total_STR)*Sklv*BaseLv/100 ,,,,,,,,
2308,LG_BANISHINGPOINT,放逐攻擊,physical,1,,,,10,(Sklv*100+GSklv(5)*70)*BaseLv/100,0,1,,,,,,5263,(Sklv*180+GSklv(5)*70)*BaseLv/100,,,,,,,,
2309,LG_TRAMPLE,摧殘,,,,,,,,0,0,,,,,,,,,,,,,,,
2310,LG_SHIELDPRESS,重壓盾擊,,,,,,,,0,0,,,,,,,,,,,,,,,
2311,LG_REFLECTDAMAGE,聖冕加護,,,,,,,,0,0,,,,,,,,,,,,,,,
2312,LG_PINPOINTATTACK,精準攻擊,,,,,,,,0,0,,,,,,,,,,,,,,,
2313,LG_FORCEOFVANGUARD,先鋒部隊,,,,,,,,0,0,,,,,,,,,,,,,,,
2314,LG_RAGEBURST,憤怒突擊,,,,,,,,0,0,,,,,,,,,,,,,,,
2315,LG_SHIELDSPELL,盾咒,,,,,,,,0,0,,,,,,,,,,,,,,,
2316,LG_EXEEDBREAK,強化衝擊,physical,0,,,,5,(Sklv*100+(JLV*10)+(武器等級*武器重量*(BaseLv/100)))+100,0,1,0.5,,,,,,,,,,,,,,
2317,LG_OVERBRAND,支配烙印,physical,,,,,5,(Sklv*350+total_STR+total_DEX)*BaseLv/100,0,1,,,,,,2320,(Sklv*500+total_STR+total_DEX)*BaseLv/100,,,,,,,,
2318,LG_PRESTIGE,威信,,,,,,,,0,0,,,,,,,,,,,,,,,
2319,LG_BANDING,聚集,,,,,,,,0,0,,,,,,,,,,,,,,,
2320,LG_MOONSLASHER,半月斬,,,,,,,,0,0,,,,,,,,,,,,,,,
2321,LG_RAYOFGENESIS,創世之光,magic,,,,,10,((Sklv*350)+(3*total_INT))*(BaseLv/100),6,-7,,,,,,,,,,,,,,,
2322,LG_PIETY,虔誠,,,,,,,,0,0,,,,,,,,,,,,,,,
2323,LG_EARTHDRIVE,大地毀滅,physical,,,,,5,(380*Sklv+total_STR+total_VIT)*BaseLv/100,0,-3,,,,,,,,,,,,,,,
2324,LG_HESPERUSLIT,黃昏星之光,,,,,,,,0,0,,,,,,,,,,,,,,,
2325,LG_INSPIRATION,靈感,,,,,,,,0,0,,,,,,,,,,,,,,,
2326,SR_DRAGONCOMBO,雙龍腳,,,,,,,,0,0,,,,,,,,,,,,,,,
2327,SR_SKYNETBLOW,天羅地網,,,,,,,,0,0,,,,,,,,,,,,,,,
2328,SR_EARTHSHAKER,地雷震,,,,,,,,0,0,,,,,,,,,,,,,,,
2329,SR_FALLENEMPIRE,大纏崩墜,,,,,,,,0,0,,,,,,,,,,,,,,,
2330,SR_TIGERCANNON,虎砲,physical,0,,,,10,(MHP*(Sklv*0.02+0.1)+MSP*(Sklv*0.01+0.05))*0.25*(BaseLv/100),0,1,-1,,0,1,,,,,,Sklv*240+BaseLv*40,,,,,
2332,SR_RAMPAGEBLASTER,爆氣散彈,physical,1,,,,5,(1000+350*Sklv)*BaseLv/100,0,1,,,,,,2328,(1000+350*Sklv+500+Sklv*200)*BaseLv/100,,,,,,,,
2333,SR_CRESCENTELBOW,破碎柱,,,,,,,,0,0,,,,,,,,,,,,,,,
2334,SR_CURSEDCIRCLE,咒縛陣,,,,,,,,0,0,,,,,,,,,,,,,,,
2335,SR_LIGHTNINGWALK,閃電步,,,,,,,,0,0,,,,,,,,,,,,,,,
2336,SR_KNUCKLEARROW,修羅身彈,physical,1,,,,10,(500+Sklv*100)*BaseLv/100,0,1,,,,,,,(500+Sklv*200)*BaseLv/100,,,,,,,,
2337,SR_WINDMILL,旋風腿,,,,,,,,0,0,,,,,,,,,,,,,,,
2338,SR_RAISINGDRAGON,潛龍昇天,,,,,,,,0,0,,,,,,,,,,,,,,,
2340,SR_ASSIMILATEPOWER,吸氣攻,,,,,,,,0,0,,,,,,,,,,,,,,,
2341,SR_POWERVELOCITY,全氣注入,,,,,,,,0,0,,,,,,,,,,,,,,,
2343,SR_GATEOFHELL,羅剎破凰擊,physical,1,,,,10,500*Sklv*BaseLv/100,0,-7,,,,,,,,,,,,,,,
2344,SR_GENTLETOUCH_QUIET,點穴-默,,,,,,,,0,0,,,,,,,,,,,,,,,
2345,SR_GENTLETOUCH_CURE,點穴-快,,,,,,,,0,0,,,,,,,,,,,,,,,
2346,SR_GENTLETOUCH_ENERGYGAIN,點穴-球,,,,,,,,0,0,,,,,,,,,,,,,,,
2347,SR_GENTLETOUCH_CHANGE,點穴-反,,,,,,,,0,0,,,,,,,,,,,,,,,
2348,SR_GENTLETOUCH_REVITALIZE,點穴-活,,,,,,,,0,0,,,,,,,,,,,,,,,
2350,WA_SWING_DANCE,搖擺舞,,,,,,,,0,0,,,,,,,,,,,,,,,
2351,WA_SYMPHONY_OF_LOVER,戀人交響樂,,,,,,,,0,0,,,,,,,,,,,,,,,
2352,WA_MOONLIT_SERENADE,月光小夜曲,,,,,,,,0,0,,,,,,,,,,,,,,,
2381,MI_RUSH_WINDMILL,朝風車突擊,,,,,,,,0,0,,,,,,,,,,,,,,,
2382,MI_ECHOSONG,回音之歌,,,,,,,,0,0,,,,,,,,,,,,,,,
2383,MI_HARMONIZE,和聲演奏,,,,,,,,0,0,,,,,,,,,,,,,,,
2412,WM_LESSON,課程,,,,,,,,0,0,,,,,,,,,,,,,,,
2413,WM_METALICSOUND,重金屬音樂,magic,0,,,,10,(600+Sklv*120)*BaseLv/100,0,2,,,,,,5357,(600+Sklv*156)*BaseLv/100,,,,,,,,
2414,WM_REVERBERATION,殘響,magic,0,,,,5,(700+Sklv*300)*BaseLv/100,0,-10,,,,,,5357,(700+Sklv*3.90)*BaseLv/100,,,,,,,,
2417,WM_DOMINION_IMPULSE,支配動力,,,,,,,,0,0,,,,,,,,,,,,,,,
2418,WM_SEVERE_RAINSTORM,大暴雨,physical,1,,,,5,((WPon(13|14)120:100)*Sklv+(total_DEX+total_AGI)/2)*BaseLv/100,0,12,,,,,,,,,,,,,,,
2419,WM_POEMOFNETHERWORLD,絕望之歌,,,,,,,,0,0,,,,,,,,,,,,,,,
2420,WM_VOICEOFSIREN,塞壬之音,,,,,,,,0,0,,,,,,,,,,,,,,,
2421,WM_DEADHILLHERE,死亡峽谷,,,,,,,,0,0,,,,,,,,,,,,,,,
2422,WM_LULLABY_DEEPSLEEP,沉睡搖籃曲,,,,,,,,0,0,,,,,,,,,,,,,,,
2423,WM_SIRCLEOFNATURE,循環的大自然之音,,,,,,,,0,0,,,,,,,,,,,,,,,
2424,WM_RANDOMIZESPELL,不確定要素的語言,,,,,,,,0,0,,,,,,,,,,,,,,,
2425,WM_GLOOMYDAY,羞怯一天的憂鬱,,,,,,,,0,0,,,,,,,,,,,,,,,
2426,WM_GREAT_ECHO,巨大共鳴,,,,,,,,0,0,,,,,,,,,,,,,,,
2427,WM_SONG_OF_MANA,魔力之歌,,,,,,,,0,0,,,,,,,,,,,,,,,
2428,WM_DANCE_WITH_WUG,與狼共舞,,,,,,,,0,0,,,,,,,,,,,,,,,
2429,WM_SOUND_OF_DESTRUCTION,毀滅之聲,,,,,,,,0,0,,,,,,,,,,,,,,,
2430,WM_SATURDAY_NIGHT_FEVER,狂歡週末夜,,,,,,,,0,0,,,,,,,,,,,,,,,
2431,WM_LERADS_DEW,雷拉多露水,,,,,,,,0,0,,,,,,,,,,,,,,,
2432,WM_MELODYOFSINK,消沈旋律,,,,,,,,0,0,,,,,,,,,,,,,,,
2433,WM_BEYOND_OF_WARCRY,戰嚎的彼端,,,,,,,,0,0,,,,,,,,,,,,,,,
2434,WM_UNLIMITED_HUMMING_VOICE,無限哼唱聲,,,,,,,,0,0,,,,,,,,,,,,,,,
2443,SO_FIREWALK,火焰步,,,,,,,,0,0,,,,,,,,,,,,,,,
2444,SO_ELECTRICWALK,電流步,,,,,,,,0,0,,,,,,,,,,,,,,,
2445,SO_SPELLFIST,魔力拳,magic,0,0,0,,,100*10+Sklv*20,0,1,,,,,,,,,,,0,0,,,
2446,SO_EARTHGRAVE,大地墳場,,,,,,,,0,0,,,,,,,,,,,,,,,
2447,SO_DIAMONDDUST,鑽石星塵,magic,,,,,5,(1500+Sklv*total_INT+2*total_INT)*BaseLv/100,1,-5,,,,,,,,,,,,,,,
2448,SO_POISON_BUSTER,劇毒猛擊,,,,,,,,0,0,,,,,,,,,,,,,,,
2449,SO_PSYCHIC_WAVE,超自然波,magic,0,,,,5,(70*Sklv+total_INT*3)*BaseLv/100,0,WPon(10|15|23)14:7,,,,,,,,,,,,,,,
2450,SO_CLOUD_KILL,雲殺,,,,,,,,0,0,,,,,,,,,,,,,,,
2451,SO_STRIKING,打擊強化,,,,,,,,0,0,,,,,,,,,,,,,,,
2452,SO_WARMER,加熱術,,,,,,,,0,0,,,,,,,,,,,,,,,
2453,SO_VACUUM_EXTREME,極限空虛,,,,,,,,0,0,,,,,,,,,,,,,,,
2454,SO_VARETYR_SPEAR,聖槍刺擊,,,,,,,,0,0,,,,,,,,,,,,,,,
2455,SO_ARRULLO,搖籃曲,,,,,,,,0,0,,,,,,,,,,,,,,,
2456,SO_EL_CONTROL,精靈控制,,,,,,,,0,0,,,,,,,,,,,,,,,
2457,SO_SUMMON_AGNI,召喚火元素,,,,,,,,0,0,,,,,,,,,,,,,,,
2458,SO_SUMMON_AQUA,召喚水精靈阿奎亞,,,,,,,,0,0,,,,,,,,,,,,,,,
2459,SO_SUMMON_VENTUS,召喚風精靈梵圖斯,,,,,,,,0,0,,,,,,,,,,,,,,,
2460,SO_SUMMON_TERA,召喚地精靈泰拉,,,,,,,,0,0,,,,,,,,,,,,,,,
2461,SO_EL_ACTION,精靈激發,,,,,,,,0,0,,,,,,,,,,,,,,,
2462,SO_EL_ANALYSIS,元素分析,,,,,,,,0,0,,,,,,,,,,,,,,,
2463,SO_EL_SYMPATHY,精靈交流,,,,,,,,0,0,,,,,,,,,,,,,,,
2464,SO_EL_CURE,精靈治癒,,,,,,,,0,0,,,,,,,,,,,,,,,
2465,SO_FIRE_INSIGNIA,火之紋章,,,,,,,,0,0,,,,,,,,,,,,,,,
2466,SO_WATER_INSIGNIA,水之紋章,,,,,,,,0,0,,,,,,,,,,,,,,,
2467,SO_WIND_INSIGNIA,風之紋章,,,,,,,,0,0,,,,,,,,,,,,,,,
2468,SO_EARTH_INSIGNIA,地之紋章,,,,,,,,0,0,,,,,,,,,,,,,,,
2474,GN_TRAINING_SWORD,單手劍使用熟練度,,,,,,,,0,0,,,,,,,,,,,,,,,
2475,GN_REMODELING_CART,手推車改良,,,,,,,,0,0,,,,,,,,,,,,,,,
2476,GN_CART_TORNADO,手推車龍捲風,,,,,,,,0,0,,,,,,,,,,,,,,,
2477,GN_CARTCANNON,手推車加農砲,physical,1,1,1,,5,(Sklv*350+2*total_INT/(6-GSklv(2475)))*BaseLv/100,0,1,,,,,,,,,,,1,1,,,
2478,GN_CARTBOOST,手推車加速,,,,,,,,0,0,,,,,,,,,,,,,,,
2479,GN_THORNS_TRAP,荊棘陷阱,physical,0,,,,,,0,0,-1,,,,,,,,,,,,,,
2480,GN_BLOOD_SUCKER,吸血植物,,,,,,,,0,0,,,,,,,,,,,,,,,
2481,GN_SPORE_EXPLOSION,爆炸孢子,,,,,,,,0,0,,,,,,,,,,,,,,,
2482,GN_WALLOFTHORN,荊棘之壁,,,,,,,,0,0,,,,,,,,,,,,,,,
2483,GN_CRAZYWEED,瘋狂野草,,,,,,,,0,0,,,,,,,,,,,,,,,
2485,GN_DEMONIC_FIRE,惡魔火焰,,,,,,,,0,0,,,,,,,,,,,,,,,
2486,GN_FIRE_EXPANSION,火焰擴散,,,,,,,,0,0,,,,,,,,,,,,,,,
2490,GN_HELLS_PLANT,地獄植物,physical,,,,,5,(Sklv*100+total_INT*GSklv(232))*BaseLv/100,0,1,,,,,,,,,,,,,,,
2492,GN_MANDRAGORA,曼陀羅魔花的尖叫,,,,,,,,0,0,,,,,,,,,,,,,,,
2493,GN_SLINGITEM,道具投擲,,,,,,,,0,0,,,,,,,,,,,,,,,
2494,GN_CHANGEMATERIAL,素材變化,,,,,,,,0,0,,,,,,,,,,,,,,,
2495,GN_MIX_COOKING,調配料理,,,,,,,,0,0,,,,,,,,,,,,,,,
2496,GN_MAKEBOMB,炸彈製造,,,,,,,,0,0,,,,,,,,,,,,,,,
2497,GN_S_PHARMACY,專門配藥,,,,,,,,0,0,,,,,,,,,,,,,,,
2515,AB_SECRAMENT,聖典,,,,,,,,0,0,,,,,,,,,,,,,,,
2517,SR_HOWLINGOFLION,獅子吼,,,,,,,,0,0,,,,,,,,,,,,,,,
2518,SR_RIDEINLIGHTNING,雷光彈,,,,,,,,0,0,,,,,,,,,,,,,,,
2533,ALL_ODINS_RECALL,奧丁的召喚,,,,,,,,0,0,,,,,,,,,,,,,,,
2534,RETURN_TO_ELDICASTES,返回艾爾迪卡斯特,,,,,,,,0,0,,,,,,,,,,,,,,,
2535,ALL_BUYING_STORE,開設購買商店,,,,,,,,0,0,,,,,,,,,,,,,,,
2536,ALL_GUARDIAN_RECALL,守護者的召喚,,,,,,,,0,0,,,,,,,,,,,,,,,
2537,ALL_ODINS_POWER,奧丁之神力,,,,,,,,0,0,,,,,,,,,,,,,,,
2539,NPC_ASSASSINCROSS,刺客的黃昏,,,,,,,,0,0,,,,,,,,,,,,,,,
2540,NPC_DISSONANCE,不諧和音,,,,,,,,0,0,,,,,,,,,,,,,,,
2541,NPC_UGLYDANCE,醜陋之舞,,,,,,,,0,0,,,,,,,,,,,,,,,
2543,ALL_RAY_OF_PROTECTION,守護之光,,,,,,,,0,0,,,,,,,,,,,,,,,
2544,MC_CARTDECORATE,改裝手推車II,,,,,,,,0,0,,,,,,,,,,,,,,,
2552,RL_RICHS_COIN,富翁的財貨,,,,,,,,0,0,,,,,,,,,,,,,,,
2553,RL_MASS_SPIRAL,絕對貫穿,,,,,,,,0,0,,,,,,,,,,,,,,,
2554,RL_BANISHING_BUSTER,強制驅逐,,,,,,,,0,0,,,,,,,,,,,,,,,
2555,RL_B_TRAP,暗黑地獄,physical,0,,,,,,0,0,-1,,,,,,,,,,,,,,
2556,RL_FLICKER,閃爍信號,,,,,,,,0,0,,,,,,,,,,,,,,,
2557,RL_S_STORM,粉碎風暴,,,,,,,,0,0,,,,,,,,,,,,,,,
2558,RL_E_CHAIN,無限連鎖,,,,,,,,0,0,,,,,,,,,,,,,,,
2559,RL_QD_SHOT,瞬速子彈,,,,,,,,0,0,,,,,,,,,,,,,,,
2560,RL_C_MARKER,血色烙印,,,,,,,,0,0,,,,,,,,,,,,,,,
2561,RL_FIREDANCE,殺戮暗舞,,,,,,,,0,0,,,,,,,,,,,,,,,
2562,RL_H_MINE,破壞怒吼,,,,,,,,0,0,,,,,,,,,,,,,,,
2563,RL_P_ALTER,白金祭壇,,,,,,,,0,0,,,,,,,,,,,,,,,
2564,RL_FALLEN_ANGEL,墮落天使,,,,,,,,0,0,,,,,,,,,,,,,,,
2565,RL_R_TRIP,圓桌舞蹈,physical,1,,,,10,(500+Sklv*200)*BaseLv/100,0,1,,,,,,,,,,,0,,,,
2566,RL_D_TAIL,魔獸擺尾,,,,,,,,0,0,,,,,,,,,,,,,,,
2567,RL_FIRE_RAIN,火焰暴雨,,,,,,,,0,0,,,,,,,,,,,,,,,
2568,RL_HEAT_BARREL,加速子彈,,,,,,,,0,0,,,,,,,,,,,,,,,
2569,RL_AM_BLAST,毀滅重擊,,,,,,,,0,0,,,,,,,,,,,,,,,
2570,RL_SLUGSHOT,根源破壞,,,,,,,,0,0,,,,,,,,,,,,,,,
2571,RL_HAMMER_OF_GOD,天神憤怒,,,,,,,,0,0,,,,,,,,,,,,,,,
2574,SJ_LIGHTOFMOON,月亮光輝,,,,,,,,0,0,,,,,,,,,,,,,,,
2575,SJ_LUNARSTANCE,月亮英姿,,,,,,,,0,0,,,,,,,,,,,,,,,
2576,SJ_FULLMOONKICK,滿月腳,physical,,,,,10,(1100+Sklv*100)*BaseLv/100,0,1,,,,,,,,,,,,,,,
2577,SJ_LIGHTOFSTAR,星星光輝,,,,,,,,0,0,,,,,,,,,,,,,,,
2578,SJ_STARSTANCE,星星英姿,,,,,,,,0,0,,,,,,,,,,,,,,,
2579,SJ_NEWMOONKICK,朔月腳,,,,,,,,0,0,,,,,,,,,,,,,,,
2580,SJ_FLASHKICK,閃光腳,,,,,,,,0,0,,,,,,,,,,,,,,,
2581,SJ_STAREMPEROR,拳皇降臨,,,,,,,,0,0,,,,,,,,,,,,,,,
2582,SJ_NOVAEXPLOSING,新星爆炸,,,,,,,,0,0,,,,,,,,,,,,,,,
2583,SJ_UNIVERSESTANCE,宇宙英姿,,,,,,,,0,0,,,,,,,,,,,,,,,
2584,SJ_FALLINGSTAR,流星殞落,physical,0,,,,10,(100+Sklv*100)*BaseLv/100,0,-6,,,,,,,,,,,0,0,,,
2585,SJ_GRAVITYCONTROL,重力調整,,,,,,,,0,0,,,,,,,,,,,,,,,
2586,SJ_BOOKOFDIMENSION,次元之書,,,,,,,,0,0,,,,,,,,,,,,,,,
2587,SJ_BOOKOFCREATINGSTAR,創星之書,,,,,,,,0,0,,,,,,,,,,,,,,,
2588,SJ_DOCUMENT,太陽和月亮和星星的紀錄,,,,,,,,0,0,,,,,,,,,,,,,,,
2589,SJ_PURIFY,太陽和月亮和星星的淨化,,,,,,,,0,0,,,,,,,,,,,,,,,
2590,SJ_LIGHTOFSUN,太陽光輝,,,,,,,,0,0,,,,,,,,,,,,,,,
2591,SJ_SUNSTANCE,太陽英姿,,,,,,,,0,0,,,,,,,,,,,,,,,
2592,SJ_SOLARBURST,太陽爆炸,physical,,,,,10,(1000+Sklv*220)*BaseLv/100,0,-3,,,,,,,,,,,,,,,
2593,SJ_PROMINENCEKICK,紅焰腳,physical,,,,,7,150+Sklv*50,0,1,,,,,,,,,,,,,,,
2594,SJ_FALLINGSTAR_ATK,流星殞落,,,,,,,,0,0,,,,,,,,,,,,,,,
2595,SJ_FALLINGSTAR_ATK2,流星殞落,,,,,,,,0,0,,,,,,,,,,,,,,,
2596,SP_SOULGOLEM,巨人靈魂,,,,,,,,0,0,,,,,,,,,,,,,,,
2597,SP_SOULSHADOW,影子靈魂,,,,,,,,0,0,,,,,,,,,,,,,,,
2598,SP_SOULFALCON,隼鷹靈魂,,,,,,,,0,0,,,,,,,,,,,,,,,
2599,SP_SOULFAIRY,精靈靈魂,,,,,,,,0,0,,,,,,,,,,,,,,,
2600,SP_CURSEEXPLOSION,邪靈爆炸,magic,,,,,10,400+Sklv*100,7,-7,,,,,,,,,,,,,,,
2601,SP_SOULCURSE,邪惡靈魂詛咒,,,,,,,,0,0,,,,,,,,,,,,,,,
2602,SP_SPA,艾斯帕,magic,,,,,10,(500+Sklv*250)*BaseLv/100,0,1,,,,,,,,,,,,,,,
2603,SP_SHA,艾斯哈,,,,,,,,0,0,,,,,,,,,,,,,,,
2604,SP_SWHOO,艾斯核,magic,,,,,10,(1100+Sklv*200)*BaseLv/100,0,-5,,,,,,,,,,,,,,,
2605,SP_SOULUNITY,靈魂集結,,,,,,,,0,0,,,,,,,,,,,,,,,
2606,SP_SOULDIVISION,靈魂分裂,,,,,,,,0,0,,,,,,,,,,,,,,,
